User_ID,Session_ID,Product_ID,Category_Name,Brand_ID,Event_Type,Timestamp,Device_Type,Traffic_Source,User_Region,User_Age_Group,Membership_Type,Session_Duration_sec,Time_Spent_On_Product_sec,Time_Since_Last_Event_sec,Event_Sequence_Order,Product_Price,Discount_Percent,Product_Rating,Review_Count,Stock_Status,Delivery_Option,Previous_Views,Previous_Cart_Additions,Previous_Purchases,Category_View_Count,Brand_Interaction_Count,Wishlist_Count,Cart_Abandonment_Rate,Purchase_Frequency,Average_Order_Value,Customer_Loyalty_Score,Click_Rate,Page_Scroll_Depth_Percent,Repeat_Visit_Count,Search_Frequency,Offer_Interaction_Count,Recommendation_Action
11552,50663,23671,Fashion,3698,Wishlist_Add,2024-10-20 01:57:09,Mobile,Direct,North,25-34,Silver,5366,72,1600,39,61772.65,11.21,1.68,3263,In_Stock,Express,6,9,21,37,6,9,0.664,0.779,6307.27,41.73,0.677,56.19,17,18,0,View
14434,58557,20289,Furniture,3721,Search_Click,2024-12-09 06:11:42,Mobile,Search_Engine,West,25-34,Premium,5212,191,508,19,1535.38,34.48,4.19,11017,In_Stock,Standard,79,10,33,25,21,22,0.61,0.344,55474.38,11.5,0.891,11.66,13,32,11,Add_to_Cart
11630,59115,21077,Toys,3231,Search_Click,2024-02-05 02:02:15,Mobile,Search_Engine,North,35-44,Silver,310,23,176,25,34393.57,20.19,3.64,961,In_Stock,Express,85,22,9,12,14,18,0.161,0.551,46504.46,31.67,0.01,42.11,28,31,19,View
11328,56257,21372,Fashion,3526,Search_Click,2024-06-18 22:00:29,Mobile,Email,East,18-24,Silver,3837,518,1070,57,80929.87,7.13,3.87,9803,Limited_Stock,Same_Day,52,15,27,46,21,10,0.83,0.396,1540.26,98.03,0.024,82.93,36,9,3,Add_to_Cart
11527,58368,21075,Sports,3591,Search_Click,2024-08-11 01:40:34,Desktop,Search_Engine,East,18-24,Silver,5047,54,1684,17,14714.25,57.84,3.99,5061,Limited_Stock,Express,0,23,7,28,8,7,0.352,0.547,35849.9,91.05,0.111,18.69,17,9,18,View
11674,55298,24935,Toys,3469,Wishlist_Add,2024-01-28 08:46:59,Tablet,Direct,South,18-24,Silver,2608,418,1645,42,1094.38,13.33,1.24,14481,In_Stock,Express,69,11,15,31,35,29,0.239,0.694,38711.05,6.76,0.218,89.82,33,11,13,View
11362,59128,22960,Home_Appliances,3694,Product_View,2024-04-12 03:31:15,Desktop,Direct,East,25-34,Silver,785,314,1370,17,27241.28,9.99,4.87,7613,In_Stock,Express,49,13,10,64,38,28,0.661,0.176,52967.71,57.46,0.923,32.43,35,8,12,View
11574,58574,20040,Fashion,3078,Product_View,2024-02-04 13:19:35,Desktop,Direct,East,18-24,Gold,1326,660,1318,24,3860.1,50.08,2.25,8835,In_Stock,Express,10,5,3,19,6,25,0.9,0.157,27556.11,37.08,0.671,71.69,11,25,5,Ignore
12687,55379,24275,Books,3784,Product_View,2024-01-28 13:58:02,Desktop,Email,Central,18-24,Gold,3206,555,627,42,38844.48,19.17,1.95,12329,In_Stock,Standard,53,19,17,27,37,10,0.6,0.577,14311.69,42.83,0.058,61.8,19,33,13,View
14371,50306,23623,Footwear,3563,Cart_Add,2024-12-09 16:06:47,Mobile,Email,North,45-54,Regular,3371,589,695,3,42567.74,26.26,1.61,485,In_Stock,Standard,79,3,5,19,11,4,0.648,0.888,22025.98,3.15,0.355,14.69,24,15,18,Ignore
15284,55498,20183,Books,3769,Purchase,2024-07-25 06:23:54,Mobile,Social_Media,East,18-24,Regular,3677,211,1785,7,74061.96,25.2,2.53,2518,In_Stock,Standard,82,14,18,40,22,26,0.328,0.197,22266.49,8.69,0.393,74.02,18,14,13,View
12367,54698,21760,Beauty,3530,Product_View,2024-11-26 16:35:14,Desktop,Advertisement,Central,35-44,Gold,5396,594,1193,37,84422.1,37.32,1.1,5800,In_Stock,Express,58,0,11,40,44,13,0.272,0.173,22100.45,69.89,0.051,7.91,23,31,18,Ignore
13758,52391,25284,Electronics,3290,Product_View,2024-09-22 11:23:53,Mobile,Search_Engine,Central,18-24,Regular,4989,683,542,58,19470.16,55.88,2.81,9745,Limited_Stock,Express,2,12,30,17,20,29,0.487,0.551,39311.47,52.28,0.388,51.05,10,17,6,Add_to_Cart
12435,60396,21770,Sports,3218,Product_View,2024-07-17 20:27:28,Desktop,Search_Engine,Central,35-44,Regular,3427,55,338,45,80606.05,40.34,2.72,12065,In_Stock,Express,50,2,9,16,36,0,0.912,0.092,37516.12,15.66,0.244,19.63,36,28,11,Ignore
11994,57223,25497,Electronics,3100,Product_View,2024-11-01 15:40:36,Mobile,Email,East,45-54,Silver,2031,420,544,33,31292.76,34.48,1.15,6349,Limited_Stock,Express,81,1,32,57,19,21,0.983,0.356,34671.03,43.33,0.11,96.2,16,2,15,View
10870,57934,24801,Furniture,3149,Product_View,2024-10-01 20:56:29,Mobile,Direct,West,25-34,Gold,1349,796,153,49,41866.34,24.4,3.65,9396,In_Stock,Standard,11,12,4,47,13,10,0.828,0.378,46407.08,58.41,0.503,45.26,15,10,11,Ignore
11015,51466,20497,Fashion,3385,Product_View,2024-01-30 23:52:49,Desktop,Direct,West,25-34,Regular,4542,45,295,2,28871.49,61.86,2.5,5553,Out_of_Stock,Same_Day,87,15,1,51,47,26,0.857,0.762,53201.32,46.78,0.804,85.96,20,28,16,Add_to_Cart
11912,57853,20597,Grocery,3155,Cart_Add,2024-06-07 22:34:09,Desktop,Advertisement,North,18-24,Silver,5105,781,996,51,57060.5,17.42,4.62,6162,Limited_Stock,Standard,36,0,33,49,4,18,0.985,0.001,34486.13,41.94,0.183,64.54,11,3,16,View
10603,61464,22509,Grocery,3395,Search_Click,2024-04-28 07:47:51,Mobile,Search_Engine,West,18-24,Regular,2843,476,878,29,80216.94,51.58,3.26,1459,In_Stock,Standard,69,18,8,34,31,7,0.741,0.094,20104.06,31.24,0.471,11.27,34,1,19,Ignore
13822,50403,23827,Home_Appliances,3376,Product_View,2024-01-06 01:55:35,Desktop,Email,East,45-54,Regular,4313,865,447,6,28678.01,21.31,1.49,8703,Out_of_Stock,Express,65,7,33,46,28,22,0.521,0.3,44084.54,77.5,0.572,72.53,26,13,2,Add_to_Cart
15896,56941,24570,Books,3102,Product_View,2024-01-15 04:24:53,Mobile,Social_Media,North,35-44,Silver,2878,752,586,41,21993.86,15.07,3.22,6015,In_Stock,Express,79,3,2,8,4,13,0.58,0.572,44301.51,54.34,0.303,67.21,38,15,16,Ignore
10691,52671,20685,Grocery,3627,Search_Click,2024-11-09 14:07:06,Mobile,Social_Media,North,25-34,Silver,1004,445,256,8,28528.59,57.2,3.54,489,In_Stock,Standard,78,3,8,2,24,5,0.402,0.796,52899.17,25.23,0.387,77.23,26,22,13,View
10494,58096,25157,Toys,3782,Product_View,2024-07-20 11:15:34,Desktop,Social_Media,North,25-34,Regular,5130,505,967,30,49723.71,48.78,4.14,12203,In_Stock,Standard,45,23,27,58,47,19,0.908,0.145,55566.93,58.05,0.621,56.75,12,16,14,Add_to_Cart
10490,59994,25719,Beauty,3092,Search_Click,2024-08-13 02:01:29,Desktop,Social_Media,South,25-34,Gold,1565,39,378,44,86639.83,72.31,1.24,9540,In_Stock,Same_Day,70,18,32,14,41,7,0.246,0.873,13336.67,48.27,0.887,45.08,26,34,18,Purchase
12557,60843,25761,Home_Appliances,3411,Product_View,2024-01-29 11:08:34,Mobile,Direct,East,25-34,Regular,937,223,1060,29,64179.82,29.1,2.16,8899,In_Stock,Express,52,6,14,6,44,18,0.594,0.142,17159.5,49.0,0.307,56.63,30,14,14,View
14486,58369,20319,Fashion,3406,Cart_Add,2024-12-27 15:23:59,Mobile,Direct,East,45-54,Gold,2415,487,778,19,6876.5,2.21,1.33,10638,In_Stock,Same_Day,85,21,11,27,25,25,0.837,0.494,16136.35,73.42,0.013,14.3,3,12,12,View
10295,54545,23627,Footwear,3021,Product_View,2024-09-14 18:10:23,Mobile,Search_Engine,West,55+,Regular,4040,428,192,58,7748.24,74.49,3.14,232,In_Stock,Standard,84,5,12,19,25,14,0.955,0.709,11286.31,83.17,0.582,10.2,22,24,2,View
15489,58935,21436,Footwear,3632,Search_Click,2024-08-29 15:31:57,Mobile,Social_Media,West,25-34,Regular,2122,839,1125,58,83743.03,16.66,4.01,14285,In_Stock,Standard,48,16,3,33,19,8,0.421,0.354,52251.13,87.01,0.234,44.2,35,21,5,View
14028,55661,22404,Electronics,3408,Cart_Add,2024-03-29 20:50:39,Desktop,Search_Engine,East,25-34,Silver,4618,788,1156,14,78955.63,41.71,4.63,488,In_Stock,Standard,9,3,4,40,24,24,0.985,0.085,35697.09,78.34,0.489,79.15,32,31,1,Ignore
12844,56075,25791,Footwear,3019,Product_View,2024-07-04 06:59:17,Desktop,Email,South,45-54,Regular,1208,455,1470,21,89651.55,38.91,2.84,13537,In_Stock,Same_Day,74,21,23,21,37,23,0.689,0.735,19113.43,9.5,0.706,94.42,7,2,19,Add_to_Cart
12913,52349,22665,Electronics,3536,Search_Click,2024-09-20 11:50:31,Desktop,Direct,Central,35-44,Gold,874,799,838,17,31654.17,26.49,1.7,11364,In_Stock,Standard,29,22,5,16,41,23,0.905,0.991,13007.72,28.86,0.753,13.38,12,1,8,View
11718,56851,24325,Beauty,3538,Product_View,2024-12-06 12:32:23,Desktop,Email,South,35-44,Silver,3991,148,1736,55,46759.54,7.51,4.58,11112,In_Stock,Express,15,0,17,31,38,6,0.528,0.671,26099.44,28.39,0.606,59.45,21,3,0,View
12597,54403,20729,Beauty,3153,Search_Click,2024-09-18 20:30:43,Desktop,Social_Media,South,18-24,Gold,2091,268,1791,22,66581.64,43.1,1.11,1693,In_Stock,Standard,54,13,4,46,43,25,0.154,0.552,15738.81,59.38,0.155,75.0,18,7,5,View
14745,50751,21288,Grocery,3301,Product_View,2024-04-17 08:33:00,Desktop,Direct,West,25-34,Regular,1653,72,733,53,30093.67,31.2,2.15,13761,In_Stock,Same_Day,18,23,11,12,42,7,0.595,0.616,52861.56,66.57,0.202,29.47,26,15,2,View
11874,59061,24002,Footwear,3413,Search_Click,2024-01-19 01:19:54,Mobile,Direct,South,35-44,Silver,4263,208,99,47,24832.53,10.52,1.54,10698,In_Stock,Same_Day,30,3,33,68,15,17,0.693,0.08,45173.78,52.42,0.772,19.74,3,13,12,View
14664,54063,25607,Electronics,3202,Product_View,2024-03-09 03:16:11,Mobile,Email,West,45-54,Regular,1634,366,785,21,18459.02,6.13,4.84,3126,Limited_Stock,Standard,14,23,8,27,47,6,0.154,0.769,39222.5,62.66,0.948,19.95,22,29,13,Add_to_Cart
13259,57435,20561,Beauty,3139,Product_View,2024-03-26 12:39:24,Desktop,Direct,West,35-44,Regular,1035,745,338,30,81601.57,24.27,2.29,10827,In_Stock,Standard,32,24,20,27,34,24,0.878,0.097,27353.54,84.9,0.158,32.72,18,25,0,View
12818,58406,21376,Home_Appliances,3792,Cart_Add,2024-04-10 08:48:18,Mobile,Direct,North,55+,Premium,3674,726,849,30,73855.54,25.34,2.09,6497,In_Stock,Standard,39,22,4,26,40,22,0.404,0.811,4813.02,10.82,0.403,90.66,19,14,19,View
10445,51618,21466,Grocery,3024,Purchase,2024-10-29 06:21:56,Desktop,Advertisement,South,18-24,Silver,1842,633,1513,56,44436.59,36.53,1.82,2425,In_Stock,Express,0,23,12,41,48,7,0.468,0.167,52996.48,58.56,0.116,52.81,11,4,6,View
13642,52531,22507,Sports,3012,Product_View,2024-03-25 06:35:25,Tablet,Search_Engine,South,25-34,Regular,4501,878,653,1,84161.65,44.87,2.41,6150,Out_of_Stock,Express,46,17,21,14,44,18,0.976,0.881,15586.38,84.72,0.929,82.38,4,6,6,Add_to_Cart
14459,53334,23887,Grocery,3135,Product_View,2024-03-30 06:34:17,Desktop,Search_Engine,South,18-24,Regular,2995,267,916,55,93695.38,33.0,3.62,386,In_Stock,Same_Day,52,11,1,54,30,0,0.18,0.963,57889.35,28.77,0.615,83.69,18,25,6,View
15308,57235,20025,Footwear,3081,Product_View,2024-03-22 16:25:33,Mobile,Direct,East,35-44,Silver,4457,122,789,40,11305.57,33.76,2.34,1905,In_Stock,Standard,46,16,28,4,9,6,0.509,0.946,31711.92,17.35,0.541,26.42,22,8,3,Add_to_Cart
10742,59790,21155,Books,3355,Product_View,2024-06-22 04:53:34,Desktop,Social_Media,Central,35-44,Regular,3146,145,911,30,30547.74,43.47,1.71,11651,In_Stock,Standard,84,0,16,56,47,19,0.889,0.555,18689.96,3.81,0.242,14.78,24,21,16,View
12042,55769,24466,Grocery,3070,Product_View,2024-11-01 15:51:20,Desktop,Social_Media,Central,25-34,Gold,5144,357,182,15,81916.07,45.16,2.62,2643,In_Stock,Standard,73,17,11,58,9,18,0.528,0.817,33493.53,26.9,0.16,11.42,13,30,0,View
10680,57708,21460,Electronics,3204,Wishlist_Add,2024-07-24 00:51:36,Mobile,Social_Media,East,25-34,Gold,301,205,293,30,62706.8,60.68,1.8,10993,In_Stock,Express,60,16,26,33,3,5,0.28,0.397,21359.83,39.88,0.243,70.04,1,3,3,View
12468,50512,25108,Beauty,3591,Product_View,2024-10-23 10:20:46,Mobile,Email,South,45-54,Silver,95,44,1157,41,57017.72,27.33,1.1,13301,In_Stock,Express,2,20,12,41,19,13,0.029,0.4,43767.74,71.53,0.689,82.0,38,33,13,Add_to_Cart
13698,55083,24707,Beauty,3279,Product_View,2024-11-19 02:17:09,Mobile,Email,West,35-44,Regular,4189,126,1417,46,52729.73,16.04,2.95,9060,In_Stock,Express,75,7,3,52,8,29,0.639,0.259,27801.93,43.48,0.482,31.32,35,22,9,View
15739,56861,25472,Footwear,3711,Wishlist_Add,2024-06-05 08:49:01,Desktop,Search_Engine,East,25-34,Regular,2835,178,1456,24,44034.99,50.02,3.22,3821,In_Stock,Express,81,18,32,67,18,1,0.806,0.993,36773.87,88.3,0.192,65.28,11,7,16,Purchase
15669,50253,25922,Footwear,3379,Search_Click,2024-07-18 01:56:10,Desktop,Social_Media,West,35-44,Regular,4809,166,783,38,69367.25,60.03,2.47,6638,Limited_Stock,Express,41,8,31,65,46,19,0.927,0.549,6383.04,67.79,0.173,42.54,1,32,19,Add_to_Cart
11359,54134,21221,Books,3294,Search_Click,2024-07-20 00:48:45,Desktop,Search_Engine,East,18-24,Regular,3840,337,1138,22,4330.28,20.2,1.72,6775,In_Stock,Standard,17,8,20,37,35,2,0.587,0.155,40621.72,98.86,0.387,56.33,16,22,1,View
10063,58821,22157,Footwear,3415,Product_View,2024-01-04 19:24:51,Mobile,Search_Engine,South,45-54,Premium,124,731,1193,3,54978.87,65.94,1.88,3745,In_Stock,Express,22,3,17,3,15,18,0.108,0.532,11916.17,21.16,0.227,30.53,39,14,8,View
12560,53477,25980,Electronics,3797,Search_Click,2024-05-05 22:21:04,Mobile,Social_Media,South,35-44,Silver,1592,16,478,22,60984.06,40.58,3.17,6645,Out_of_Stock,Standard,54,24,17,61,11,17,0.776,0.999,8124.92,52.98,0.52,9.93,36,14,8,Add_to_Cart
15259,59179,23292,Footwear,3428,Cart_Add,2024-05-05 15:46:44,Mobile,Social_Media,East,35-44,Gold,167,111,1119,26,34832.06,27.24,2.27,14938,Limited_Stock,Express,42,18,33,69,6,14,0.344,0.52,32583.3,77.57,0.395,48.65,4,18,1,Add_to_Cart
13770,51726,20720,Sports,3156,Search_Click,2024-06-04 13:11:45,Desktop,Direct,South,25-34,Silver,1785,252,1008,30,47339.3,68.0,3.02,13440,In_Stock,Express,50,15,4,45,21,3,0.287,0.931,48372.25,79.86,0.862,69.42,14,33,12,Add_to_Cart
15325,52094,21106,Home_Appliances,3588,Search_Click,2024-10-22 18:24:17,Mobile,Email,North,35-44,Silver,2490,495,1293,19,15820.54,42.56,4.88,10635,In_Stock,Express,46,21,7,63,26,26,0.996,0.54,48887.2,16.16,0.361,56.45,6,29,17,View
14352,51702,25657,Electronics,3731,Product_View,2024-12-30 14:31:16,Mobile,Social_Media,East,35-44,Gold,4760,424,902,42,76383.08,28.7,1.77,9562,Limited_Stock,Express,80,9,33,24,15,23,0.275,0.612,28455.55,96.58,0.166,18.46,29,17,9,Add_to_Cart
10135,58497,23770,Books,3277,Product_View,2024-09-28 20:17:35,Mobile,Search_Engine,South,45-54,Regular,2330,408,465,30,53178.11,41.68,4.35,14764,Limited_Stock,Express,45,7,32,19,38,17,0.49,0.614,42723.64,20.49,0.019,65.07,13,2,8,View
13645,55835,22480,Home_Appliances,3265,Search_Click,2024-08-13 12:33:28,Mobile,Direct,West,35-44,Silver,1364,624,729,19,52701.4,37.9,3.56,13039,Out_of_Stock,Standard,43,18,13,64,30,21,0.477,0.872,57473.32,75.91,0.617,63.42,3,6,1,Add_to_Cart
14971,60473,21921,Beauty,3049,Purchase,2024-04-27 15:52:24,Mobile,Social_Media,Central,25-34,Regular,4556,197,1677,46,85657.28,56.14,3.8,2656,In_Stock,Standard,65,12,23,7,2,12,0.905,0.073,47661.24,99.98,0.511,82.1,19,8,7,View
14918,54341,23080,Grocery,3610,Wishlist_Add,2024-03-14 08:46:17,Desktop,Social_Media,Central,18-24,Premium,2098,150,248,56,41351.35,21.19,2.06,9202,Limited_Stock,Express,12,17,15,52,37,3,0.819,0.739,24628.01,61.97,0.6,14.57,20,31,5,View
12136,52808,24732,Fashion,3293,Search_Click,2024-01-23 05:36:54,Mobile,Advertisement,South,55+,Premium,812,49,77,20,46102.73,36.29,1.33,12248,Limited_Stock,Standard,47,24,1,55,43,10,0.698,0.714,51404.96,93.75,0.664,70.6,10,0,9,Add_to_Cart
13279,61079,25269,Electronics,3021,Wishlist_Add,2024-05-06 21:27:07,Mobile,Direct,West,25-34,Silver,4225,435,1265,18,44443.65,39.77,2.8,12767,Out_of_Stock,Standard,43,3,30,25,12,5,0.926,0.653,30080.9,59.74,0.82,15.22,34,2,1,View
10823,61647,23170,Footwear,3444,Search_Click,2024-07-21 03:07:08,Desktop,Search_Engine,West,35-44,Premium,3447,504,798,21,23639.02,1.17,2.34,2540,In_Stock,Standard,17,20,23,25,11,28,0.428,0.329,37801.1,86.16,0.242,81.01,5,23,2,Add_to_Cart
13075,56302,23173,Books,3535,Cart_Add,2024-02-16 16:29:43,Mobile,Advertisement,Central,35-44,Gold,3717,324,327,57,23297.49,53.93,1.24,1893,In_Stock,Standard,79,17,24,40,42,29,0.238,0.265,47000.43,47.89,0.496,94.68,34,26,17,Add_to_Cart
15070,57573,25850,Electronics,3472,Product_View,2024-03-31 19:37:07,Mobile,Advertisement,North,55+,Silver,2279,854,5,30,71696.56,3.44,3.94,7925,In_Stock,Standard,61,5,30,9,22,29,0.044,0.584,57059.47,3.67,0.484,63.44,18,3,12,Add_to_Cart
12982,51025,23331,Electronics,3138,Cart_Add,2024-02-25 05:49:37,Mobile,Search_Engine,North,55+,Silver,3997,391,1515,35,8359.61,66.89,4.99,176,Limited_Stock,Standard,29,5,29,2,13,21,0.215,0.399,49978.17,53.08,0.169,66.4,12,28,7,View
15874,52976,24452,Toys,3230,Wishlist_Add,2024-01-18 00:07:48,Mobile,Search_Engine,East,25-34,Silver,1994,871,275,31,72690.53,74.83,2.38,9953,In_Stock,Standard,8,17,12,51,37,27,0.175,0.621,36311.15,68.18,0.217,73.97,11,22,12,Add_to_Cart
10121,58699,22059,Fashion,3405,Product_View,2024-09-24 00:59:28,Desktop,Advertisement,East,45-54,Regular,978,173,333,29,43782.18,0.52,4.94,13575,In_Stock,Express,42,15,5,22,49,11,0.678,0.443,42362.3,67.63,0.737,72.01,13,18,1,View
11638,54857,25536,Beauty,3357,Product_View,2024-08-14 16:05:56,Mobile,Direct,West,18-24,Regular,5211,360,1266,27,2189.32,26.15,4.55,2270,Out_of_Stock,Express,47,22,29,60,40,19,0.269,0.784,47281.46,31.64,0.272,5.03,33,16,1,Add_to_Cart
15461,61144,25691,Beauty,3541,Search_Click,2024-06-23 07:35:20,Mobile,Advertisement,Central,18-24,Gold,1553,33,816,58,20523.02,1.41,2.2,13043,In_Stock,Standard,81,2,14,49,33,10,0.358,0.984,34757.68,23.7,0.094,61.78,37,16,11,View
15104,56725,23322,Fashion,3021,Product_View,2024-01-05 21:12:44,Mobile,Advertisement,South,35-44,Regular,1125,167,412,2,81135.41,68.41,1.16,7390,In_Stock,Standard,38,16,25,17,17,12,0.115,0.533,55012.23,69.54,0.429,94.9,37,34,8,Add_to_Cart
10925,59246,25772,Books,3611,Search_Click,2024-06-05 00:40:53,Mobile,Advertisement,East,18-24,Regular,683,250,235,54,77603.85,28.35,4.99,6043,Limited_Stock,Express,34,19,28,33,8,18,0.879,0.945,36033.99,84.16,0.02,11.7,5,30,1,Add_to_Cart
10645,60867,21871,Footwear,3575,Product_View,2024-09-22 23:46:18,Desktop,Advertisement,North,18-24,Silver,571,825,270,57,2191.27,51.16,3.96,8888,Limited_Stock,Standard,69,7,15,15,28,14,0.544,0.247,11633.19,27.5,0.524,25.84,5,14,19,View
12033,52568,23622,Fashion,3645,Search_Click,2024-12-26 08:47:15,Mobile,Search_Engine,West,18-24,Regular,4345,627,889,37,90488.01,60.48,3.31,14761,In_Stock,Standard,53,18,30,13,39,10,0.126,0.453,26208.01,17.09,0.63,13.16,4,14,11,Add_to_Cart
12762,60097,21146,Furniture,3527,Search_Click,2024-02-13 06:49:47,Mobile,Direct,East,25-34,Regular,5018,718,1774,3,15114.18,72.28,2.26,5930,In_Stock,Standard,5,19,30,11,7,3,0.183,0.711,4223.4,76.32,0.139,93.03,30,0,9,Add_to_Cart
12069,54588,23992,Beauty,3105,Search_Click,2024-02-16 06:52:05,Mobile,Search_Engine,West,55+,Premium,383,122,1735,3,78966.66,67.29,2.99,3288,In_Stock,Express,87,11,9,34,22,2,0.583,0.226,47633.04,57.64,0.261,19.08,19,22,16,View
10242,54923,23374,Electronics,3623,Cart_Add,2024-04-21 18:30:18,Mobile,Search_Engine,South,18-24,Silver,5051,610,927,10,81906.3,13.59,3.01,12121,In_Stock,Express,41,4,28,39,27,19,0.416,0.437,8343.75,49.0,0.526,97.66,0,6,18,Add_to_Cart
12669,55047,20125,Toys,3336,Cart_Add,2024-06-27 08:44:58,Desktop,Search_Engine,East,18-24,Premium,3171,587,11,8,63087.86,5.88,3.69,3162,In_Stock,Standard,12,4,11,48,40,11,0.525,0.879,57192.77,40.3,0.56,89.73,21,4,13,View
15716,52895,20312,Books,3424,Cart_Add,2024-09-15 21:10:47,Mobile,Social_Media,Central,18-24,Regular,4948,530,210,36,34017.7,23.52,3.6,10102,In_Stock,Same_Day,30,4,25,44,19,22,0.962,0.247,31367.79,60.93,0.053,45.53,22,7,8,View
10803,57204,20775,Books,3623,Search_Click,2024-05-11 09:52:11,Mobile,Advertisement,South,25-34,Gold,449,353,1567,37,39065.11,15.69,4.75,1940,Limited_Stock,Standard,35,14,33,58,37,27,0.797,0.259,34905.25,18.09,0.82,89.24,11,28,12,Add_to_Cart
15060,57479,22921,Home_Appliances,3004,Search_Click,2024-05-06 03:47:47,Mobile,Direct,North,18-24,Silver,3080,421,1726,24,54657.59,14.04,3.83,9013,Limited_Stock,Express,72,1,20,57,4,12,0.277,0.275,51533.28,80.88,0.123,69.45,27,26,6,View
14165,55275,25570,Footwear,3469,Search_Click,2024-07-13 22:09:55,Desktop,Search_Engine,West,18-24,Regular,1404,564,597,27,80769.55,37.97,4.13,1807,In_Stock,Express,80,22,5,18,12,3,0.942,0.758,35503.15,66.15,0.281,12.39,15,13,15,View
15249,59293,21832,Toys,3664,Wishlist_Add,2024-08-16 09:11:44,Mobile,Search_Engine,South,25-34,Regular,1075,441,1409,12,88649.33,23.57,3.52,13139,In_Stock,Standard,28,24,34,67,19,5,0.016,0.282,7674.12,48.6,0.578,19.68,30,19,4,Add_to_Cart
10196,61854,20694,Books,3554,Product_View,2024-08-01 18:16:41,Desktop,Email,South,35-44,Regular,4676,594,1369,55,92468.55,20.73,2.62,8476,In_Stock,Standard,18,3,22,59,38,29,0.391,0.958,51889.6,27.35,0.85,43.51,1,27,15,Add_to_Cart
12188,59829,25279,Footwear,3538,Search_Click,2024-12-27 04:14:57,Mobile,Search_Engine,South,18-24,Regular,76,96,1161,14,17678.11,72.53,4.47,12518,In_Stock,Express,25,10,24,12,10,17,0.817,0.763,56096.19,0.86,0.435,89.58,21,33,7,View
13516,59648,21377,Footwear,3194,Wishlist_Add,2024-04-14 07:23:42,Mobile,Direct,West,18-24,Silver,3482,438,1078,12,56227.72,52.85,4.94,281,In_Stock,Standard,34,19,0,25,44,14,0.931,0.907,58330.59,51.98,0.425,71.36,33,30,17,View
12331,53614,25940,Grocery,3360,Cart_Add,2024-04-25 20:34:26,Mobile,Search_Engine,Central,45-54,Regular,1665,796,1323,37,142.96,9.02,1.24,6375,In_Stock,Standard,23,1,26,23,14,2,0.429,0.345,45455.57,50.77,0.924,58.57,20,3,16,View
12360,50039,20990,Home_Appliances,3520,Product_View,2024-12-22 14:33:43,Mobile,Search_Engine,West,25-34,Regular,645,697,914,53,91022.37,26.71,4.41,4190,In_Stock,Standard,83,18,32,63,6,23,0.262,0.41,28327.2,16.13,0.71,46.35,4,2,13,Add_to_Cart
14842,53085,22847,Home_Appliances,3073,Product_View,2024-07-10 10:52:19,Mobile,Email,West,25-34,Regular,1473,850,1614,17,79208.21,59.99,4.61,4840,In_Stock,Standard,8,18,5,62,13,3,0.401,0.69,21977.91,36.33,0.636,62.07,20,0,13,View
13607,56266,21753,Beauty,3078,Product_View,2024-11-03 00:51:05,Mobile,Search_Engine,North,35-44,Silver,1802,549,174,20,3001.01,50.47,3.98,14065,In_Stock,Standard,42,5,18,12,45,1,0.729,0.682,8720.98,53.2,0.307,95.23,9,25,3,View
15785,60924,22960,Home_Appliances,3660,Purchase,2024-01-02 14:47:08,Mobile,Search_Engine,West,25-34,Silver,700,623,1302,19,42020.96,4.35,1.92,8848,In_Stock,Express,42,24,5,10,26,3,0.981,0.947,35547.1,17.88,0.208,79.16,6,26,17,View
10277,56599,22454,Beauty,3068,Product_View,2024-12-17 19:18:24,Tablet,Social_Media,West,18-24,Regular,2747,815,655,3,2469.13,66.84,3.57,3243,Limited_Stock,Standard,85,12,14,1,44,11,0.81,0.303,41617.53,68.81,0.646,17.82,0,14,5,View
10061,52416,23044,Books,3695,Purchase,2024-07-27 12:24:50,Tablet,Social_Media,Central,25-34,Premium,5294,682,1369,48,90714.5,23.63,3.65,4761,Limited_Stock,Express,11,14,10,24,35,9,0.336,0.677,27702.36,40.3,0.298,22.74,32,1,15,View
13391,50759,21717,Electronics,3334,Purchase,2024-05-21 17:15:56,Mobile,Social_Media,West,45-54,Regular,4291,200,1713,58,4402.96,47.74,3.41,6634,In_Stock,Standard,35,17,0,27,23,22,0.289,0.468,55176.21,94.17,0.735,22.22,22,31,15,View
11914,54343,21627,Fashion,3085,Cart_Add,2024-12-28 20:14:00,Mobile,Advertisement,West,18-24,Premium,601,265,856,35,92799.11,43.56,2.43,4383,In_Stock,Standard,52,19,4,62,47,3,0.163,0.288,2621.31,41.93,0.413,85.1,29,8,13,View
13928,57067,23089,Footwear,3496,Cart_Add,2024-11-30 16:37:25,Mobile,Advertisement,West,35-44,Silver,3229,210,541,47,64932.32,15.18,4.59,574,In_Stock,Express,39,7,26,25,5,8,0.864,0.47,55168.76,17.23,0.211,89.53,22,17,4,View
15869,53117,23332,Books,3079,Purchase,2024-10-30 00:41:50,Desktop,Search_Engine,West,25-34,Gold,3175,493,978,7,50517.57,19.09,3.85,174,Out_of_Stock,Standard,69,14,15,9,6,23,0.865,0.375,13325.65,90.64,0.719,25.7,20,15,7,View
